Date,Phone Queue Original,Calls Offered,Calls Handled,Calls Abandoned,Average Speed Answer,Average Handle Time,Average Talk Time,Average ACW Time,Service Level %,Average Abandon Time,Max Wait Time
12/18/23,ES - SDC Accounts,690,674,4,22,694,607,87,0.9652,73,1121
12/19/23,Alorica - SDC Accounts,409,407,0,5,736,651,86,0.9951,,23
12/19/23,ES - SDC Accounts,461,452,3,18,689,595,95,0.9718,89,353
12/20/23,Alorica - SDC Accounts,432,428,0,7,852,757,95,0.9907,,84
12/20/23,ES - SDC Accounts,408,397,1,19,729,655,74,0.973,11,207
12/21/23,Alorica - SDC Accounts,420,416,0,7,776,695,80,0.9905,,53
12/21/23,ES - SDC Accounts,254,249,3,24,746,674,72,0.9567,156,559
12/22/23,Alorica - SDC Accounts,337,329,2,7,869,794,76,0.9792,144,264
12/22/23,ES - SDC Accounts,176,172,1,16,668,608,60,0.9773,15,57
12/25/23,Alorica - SDC Accounts,8,8,,13,823,772,51,1,,45
12/25/23,ES - SDC Accounts,6,2,4,181,439,268,171,0.1667,679,1887
12/26/23,Alorica - SDC Accounts,279,275,0,7,928,800,128,0.9892,,109
12/26/23,ES - SDC Accounts,192,188,2,19,671,603,67,0.9791,97,496
12/27/23,Alorica - SDC Accounts,472,467,1,7,892,789,103,0.9894,11,50
12/27/23,ES - SDC Accounts,180,173,0,19,624,559,65,0.9607,,578
12/28/23,Alorica - SDC Accounts,501,499,0,6,840,744,97,0.996,,61
12/28/23,ES - SDC Accounts,233,231,0,15,594,525,68,0.9914,,55
12/29/23,Alorica - SDC Accounts,430,428,0,7,868,742,126,0.9953,,50
12/29/23,ES - SDC Accounts,232,231,0,16,522,460,62,0.9957,,59
01/01/24,Alorica - SDC Accounts,136,128,5,24,614,513,101,0.8971,87,531
01/01/24,ES - SDC Accounts,3,,3,,,,,,2438,4611
01/02/24,Alorica - SDC Accounts,596,593,0,6,817,697,120,0.995,,43
01/02/24,ES - SDC Accounts,415,411,3,23,614,543,72,0.9783,17,260
01/03/24,Alorica - SDC Accounts,588,586,0,6,800,701,99,0.9966,,33
01/03/24,ES - SDC Accounts,367,363,2,14,641,569,72,0.9891,14,60
01/04/24,Alorica - SDC Accounts,611,604,0,6,828,716,112,0.9885,,36
01/04/24,ES - SDC Accounts,239,233,2,25,586,508,78,0.9498,119,537
01/05/24,Alorica - SDC Accounts,584,584,,6,831,704,126,1,,36
01/05/24,ES - SDC Accounts,238,237,0,16,573,503,71,0.9958,,68
01/08/24,Alorica - SDC Accounts,662,659,0,6,756,656,100,0.9955,,135
01/08/24,ES - SDC Accounts,291,282,3,15,594,514,80,0.9691,12,68
01/09/24,Alorica - SDC Accounts,623,619,0,6,729,623,106,0.9936,,30
01/09/24,ES - SDC Accounts,271,265,1,14,573,511,61,0.9779,28,59
01/10/24,Alorica - SDC Accounts,585,581,0,6,814,711,103,0.9932,,20
01/10/24,ES - SDC Accounts,238,235,1,15,642,562,81,0.9874,11,62
01/11/24,Alorica - SDC Accounts,617,614,0,7,752,646,106,0.9935,,350
01/11/24,ES - SDC Accounts,222,219,2,15,604,546,59,0.9865,16,123
01/12/24,Alorica - SDC Accounts,583,582,0,7,798,686,112,0.9983,,55
01/12/24,ES - SDC Accounts,175,174,0,15,550,485,66,0.9943,,61
01/15/24,Alorica - SDC Accounts,434,427,0,7,767,685,82,0.9839,,24
01/15/24,ES - SDC Accounts,179,172,4,14,546,487,59,0.9609,189,661
01/16/24,Alorica - SDC Accounts,540,536,0,6,792,709,83,0.9926,,51
01/16/24,ES - SDC Accounts,485,446,37,80,664,590,74,0.8099,245,685
01/17/24,Alorica - SDC Accounts,560,559,0,6,750,655,95,0.9982,,19
01/17/24,ES - SDC Accounts,422,414,3,19,572,495,77,0.9716,74,573
01/18/24,Alorica - SDC Accounts,515,509,0,6,769,665,103,0.9883,,51
01/18/24,ES - SDC Accounts,382,368,8,52,647,555,93,0.8927,205,1102
01/19/24,Alorica - SDC Accounts,531,528,0,6,767,662,104,0.9962,,45
01/19/24,ES - SDC Accounts,282,280,2,31,576,502,75,0.9574,263,476
01/22/24,Alorica - SDC Accounts,689,687,0,6,727,625,102,0.9971,,33
01/22/24,ES - SDC Accounts,460,456,1,19,615,540,74,0.9891,12,190
01/23/24,Alorica - SDC Accounts,744,743,0,6,733,617,117,0.9987,,110
01/23/24,ES - SDC Accounts,248,243,2,18,609,536,73,0.9597,16,261
01/24/24,Alorica - SDC Accounts,682,679,0,6,772,655,117,0.9956,,38
01/24/24,ES - SDC Accounts,232,231,0,14,588,515,73,0.9957,,172
01/25/24,Alorica - SDC Accounts,638,631,0,7,830,716,114,0.989,,110
01/25/24,ES - SDC Accounts,239,238,0,15,621,547,74,0.9916,,197
01/26/24,Alorica - SDC Accounts,533,527,0,7,748,646,101,0.9869,,211
01/26/24,ES - SDC Accounts,154,153,0,12,588,510,78,0.9935,,34
01/29/24,Alorica - SDC Accounts,628,626,0,8,769,668,101,0.9952,,449
01/29/24,ES - SDC Accounts,305,295,7,23,622,546,76,0.9474,189,628
01/30/24,Alorica - SDC Accounts,583,580,1,7,804,692,112,0.9949,180,180
01/30/24,ES - SDC Accounts,322,315,3,28,611,535,77,0.9533,87,703
01/31/24,Alorica - SDC Accounts,550,545,1,7,744,640,104,0.9909,3046,3046
01/31/24,ES - SDC Accounts,251,242,4,41,685,594,91,0.9163,153,1326
02/01/24,Alorica - SDC Accounts,624,617,0,6,785,685,99,0.9888,,21
02/01/24,ES - SDC Accounts,276,270,4,25,621,540,80,0.9457,108,614
02/02/24,Alorica - SDC Accounts,521,515,1,7,780,683,97,0.9885,51,51
02/02/24,ES - SDC Accounts,227,222,1,18,606,524,82,0.9692,92,447
02/05/24,Alorica - SDC Accounts,640,636,0,6,812,712,100,0.9938,,131
02/05/24,ES - SDC Accounts,374,362,4,28,597,520,76,0.9437,125,724
02/06/24,Alorica - SDC Accounts,604,598,2,6,769,668,101,0.9901,117,218
02/06/24,ES - SDC Accounts,277,272,2,18,608,530,78,0.9675,23,335
02/07/24,Alorica - SDC Accounts,548,545,0,7,785,692,93,0.9945,,88
02/07/24,ES - SDC Accounts,249,247,1,15,618,547,71,0.988,38,265
02/08/24,Alorica - SDC Accounts,460,456,0,8,820,726,94,0.9891,,529
02/08/24,ES - SDC Accounts,370,362,4,22,636,560,76,0.9622,176,729
02/09/24,Alorica - SDC Accounts,416,409,0,6,749,644,104,0.9832,,20
02/09/24,ES - SDC Accounts,217,211,0,20,628,543,85,0.9493,,469
02/12/24,Alorica - SDC Accounts,488,483,1,6,710,614,95,0.9898,3520,3520
02/12/24,ES - SDC Accounts,341,334,3,13,603,522,80,0.9765,119,400
02/13/24,Alorica - SDC Accounts,424,419,1,7,845,745,100,0.9882,1093,1093
02/13/24,ES - SDC Accounts,289,282,2,23,653,579,73,0.9585,13,1036
02/14/24,Alorica - SDC Accounts,429,428,0,7,793,698,95,0.9977,,70
02/14/24,ES - SDC Accounts,261,260,0,19,670,587,82,0.9808,,509
02/15/24,Alorica - SDC Accounts,453,451,0,7,753,650,102,0.9956,,44
02/15/24,ES - SDC Accounts,254,248,3,21,608,531,78,0.9605,805,2385
02/16/24,Alorica - SDC Accounts,446,444,0,7,752,672,80,0.9955,,114
02/16/24,ES - SDC Accounts,275,271,0,16,644,564,80,0.9782,,645
02/19/24,Alorica - SDC Accounts,427,425,0,6,788,678,110,0.9953,,50
02/19/24,ES - SDC Accounts,236,233,0,11,569,498,71,0.9873,,61
02/20/24,Alorica - SDC Accounts,555,551,0,6,774,659,115,0.9928,,99
02/20/24,ES - SDC Accounts,252,243,7,42,615,542,73,0.9246,546,1390
02/21/24,Alorica - SDC Accounts,489,486,0,7,763,666,97,0.9918,,206
02/21/24,ES - SDC Accounts,212,208,1,11,592,522,70,0.9905,12,50
02/22/24,Alorica - SDC Accounts,492,488,0,7,735,634,101,0.9919,,51
02/22/24,ES - SDC Accounts,208,204,2,32,628,553,75,0.9567,188,791
02/23/24,Alorica - SDC Accounts,455,450,1,7,749,658,90,0.989,82,82
02/23/24,ES - SDC Accounts,148,144,1,13,603,520,82,0.9728,21,242
02/26/24,Alorica - SDC Accounts,360,359,0,6,757,663,94,0.9972,,21
02/26/24,ES - SDC Accounts,492,473,13,52,657,570,87,0.8758,318,1788
02/27/24,Alorica - SDC Accounts,410,407,0,7,751,629,122,0.9927,,122
02/27/24,ES - SDC Accounts,315,301,13,43,728,641,87,0.9016,293,1547
02/28/24,Alorica - SDC Accounts,404,400,2,7,767,668,99,0.9901,20,110
02/28/24,ES - SDC Accounts,366,362,1,14,608,523,84,0.9836,39,203
02/29/24,Alorica - SDC Accounts,309,306,2,7,743,642,101,0.9871,210,355
02/29/24,ES - SDC Accounts,327,323,1,23,677,573,104,0.9693,18,609
03/01/24,Alorica - SDC Accounts,291,291,,7,760,664,97,0.9966,,213
03/01/24,ES - SDC Accounts,403,361,41,93,663,569,94,0.8164,495,2614
03/04/24,Alorica - SDC Accounts,398,395,0,6,758,664,94,0.9925,,59
03/04/24,ES - SDC Accounts,510,449,52,162,694,588,106,0.6326,443,1878
03/05/24,Alorica - SDC Accounts,326,326,,7,729,636,94,1,,97
03/05/24,ES - SDC Accounts,491,444,44,135,723,612,111,0.5959,271,1425
03/06/24,Alorica - SDC Accounts,302,301,0,6,744,657,87,0.9967,,30
03/06/24,ES - SDC Accounts,431,413,12,40,635,543,92,0.9072,621,3394
03/07/24,Alorica - SDC Accounts,223,220,0,6,678,619,59,0.9865,,69
03/07/24,ES - SDC Accounts,497,454,30,80,728,588,140,0.7495,185,957
03/08/24,Alorica - SDC Accounts,230,230,,6,724,660,64,1,,33
03/08/24,ES - SDC Accounts,538,463,67,140,615,513,102,0.6518,227,801
03/11/24,Alorica - SDC Accounts,352,351,0,6,732,659,73,0.9943,,207
03/11/24,ES - SDC Accounts,573,510,54,154,647,539,109,0.6126,434,3794
03/12/24,Alorica - SDC Accounts,228,227,0,6,707,634,73,0.9956,,17
03/12/24,ES - SDC Accounts,537,518,14,57,676,568,108,0.8692,187,639
03/13/24,Alorica - SDC Accounts,230,229,0,6,707,631,76,0.9957,,15
03/13/24,ES - SDC Accounts,454,431,20,59,701,595,106,0.8348,155,588
03/14/24,Alorica - SDC Accounts,259,257,0,9,675,609,66,0.9884,,782
03/14/24,ES - SDC Accounts,401,382,15,54,676,563,114,0.8625,175,932
03/15/24,Alorica - SDC Accounts,214,212,0,6,721,648,72,0.9907,,13
03/15/24,ES - SDC Accounts,369,336,25,74,661,558,103,0.8098,292,1045
03/18/24,Alorica - SDC Accounts,161,160,0,5,754,687,67,0.9938,,14
03/18/24,ES - SDC Accounts,831,674,141,349,699,585,114,0.2952,272,1195
03/19/24,Alorica - SDC Accounts,153,151,0,11,787,709,78,0.9739,,391
03/19/24,ES - SDC Accounts,593,450,140,407,783,651,132,0.2901,468,7120
03/20/24,Alorica - SDC Accounts,231,228,1,7,655,598,57,0.9827,30,321
03/20/24,ES - SDC Accounts,455,438,13,34,643,519,124,0.9319,301,1286
03/21/24,Alorica - SDC Accounts,182,179,1,9,688,618,69,0.9835,52,180
03/21/24,ES - SDC Accounts,565,518,40,113,629,493,136,0.7336,354,1814
03/22/24,Alorica - SDC Accounts,201,198,1,8,618,562,56,0.9851,30,143
03/22/24,ES - SDC Accounts,435,423,7,39,615,481,134,0.9149,166,954
03/25/24,Alorica - SDC Accounts,90,90,,20,711,688,23,0.9778,,828
03/25/24,ES - SDC Accounts,797,613,167,254,656,517,139,0.4415,795,5061
03/26/24,Alorica - SDC Accounts,74,69,2,8,678,638,39,0.9452,877,1253
03/26/24,ES - SDC Accounts,709,638,64,146,643,507,135,0.6023,219,1041
03/27/24,Alorica - SDC Accounts,87,86,1,19,805,752,53,0.9655,565,565
03/27/24,ES - SDC Accounts,721,703,14,50,686,559,127,0.8863,138,687
03/28/24,Alorica - SDC Accounts,82,79,2,114,790,768,22,0.8395,803,2039
03/28/24,ES - SDC Accounts,648,631,7,19,641,485,155,0.966,29,381
03/29/24,Alorica - SDC Accounts,90,88,2,11,742,705,37,0.9667,754,1400
03/29/24,ES - SDC Accounts,432,426,2,16,715,552,162,0.9792,31,439
04/01/24,Alorica - SDC Accounts,69,66,3,32,812,757,55,0.8841,144,549
04/01/24,ES - SDC Accounts,732,662,60,217,761,589,172,0.554,222,1028
04/02/24,Alorica - SDC Accounts,75,73,2,60,734,689,45,0.8933,938,1491
04/02/24,ES - SDC Accounts,722,672,49,125,738,553,185,0.6884,152,1180
04/03/24,Alorica - SDC Accounts,98,93,4,26,718,668,50,0.9278,442,1035
04/03/24,ES - SDC Accounts,735,675,54,169,728,558,170,0.6803,342,1633
04/04/24,Alorica - SDC Accounts,105,99,3,25,708,684,24,0.9038,188,334
04/04/24,ES - SDC Accounts,675,633,37,115,688,503,185,0.7156,157,856
04/05/24,Alorica - SDC Accounts,87,77,7,73,729,682,47,0.8095,583,2526
04/05/24,ES - SDC Accounts,643,623,12,21,635,468,167,0.9642,28,225
04/08/24,Alorica - SDC Accounts,105,95,8,45,687,619,68,0.8269,306,1116
04/08/24,ES - SDC Accounts,757,722,25,49,697,527,170,0.8732,89,440
04/09/24,Alorica - SDC Accounts,94,88,5,40,732,676,56,0.8925,366,956
04/09/24,ES - SDC Accounts,653,629,19,52,709,520,190,0.8867,120,749
04/10/24,Alorica - SDC Accounts,104,99,4,34,738,697,41,0.9126,154,568
04/10/24,ES - SDC Accounts,622,610,10,42,695,519,175,0.9244,100,504
04/11/24,Alorica - SDC Accounts,132,127,3,28,821,758,63,0.9237,197,349
04/11/24,ES - SDC Accounts,576,561,9,27,646,461,184,0.9635,73,275
04/12/24,Alorica - SDC Accounts,250,248,1,20,828,753,75,0.96,1081,1081
04/12/24,ES - SDC Accounts,436,422,10,52,633,462,171,0.8828,119,615
04/15/24,Alorica - SDC Accounts,180,172,7,31,794,712,82,0.9222,857,2248
04/15/24,ES - SDC Accounts,710,662,38,95,701,524,177,0.8254,275,1931
04/16/24,Alorica - SDC Accounts,178,170,4,36,808,732,75,0.9318,169,448
04/16/24,ES - SDC Accounts,638,631,3,24,631,467,164,0.9734,109,267
04/17/24,Alorica - SDC Accounts,160,155,4,56,765,684,81,0.8994,194,574
04/17/24,ES - SDC Accounts,635,612,17,39,659,494,165,0.9134,154,581
04/18/24,Alorica - SDC Accounts,240,227,7,50,987,916,71,0.8983,261,1437
04/18/24,ES - SDC Accounts,499,470,23,100,650,486,164,0.8257,314,1202
04/19/24,Alorica - SDC Accounts,259,246,9,46,930,896,34,0.8837,201,804
04/19/24,ES - SDC Accounts,399,393,4,20,536,375,161,0.9825,28,526
04/22/24,Alorica - SDC Accounts,211,195,10,38,883,814,69,0.8804,191,1327
04/22/24,ES - SDC Accounts,673,651,13,28,643,464,179,0.9435,77,291
04/23/24,Alorica - SDC Accounts,236,232,2,22,918,865,53,0.9449,243,509
04/23/24,ES - SDC Accounts,443,436,2,20,663,491,172,0.9842,14,105
04/24/24,Alorica - SDC Accounts,181,177,1,18,832,773,60,0.9558,110,343
04/24/24,ES - SDC Accounts,517,499,15,64,734,557,177,0.8627,124,768
04/25/24,Alorica - SDC Accounts,212,210,1,7,870,822,48,0.9906,37,37
04/25/24,ES - SDC Accounts,432,426,2,21,712,523,189,0.9769,72,243
04/26/24,Alorica - SDC Accounts,188,186,1,11,887,845,42,0.984,156,630
04/26/24,ES - SDC Accounts,403,396,4,23,700,547,153,0.9826,23,151
04/29/24,Alorica - SDC Accounts,338,332,1,10,944,865,79,0.9763,101,289
04/29/24,ES - SDC Accounts,445,423,10,71,741,568,173,0.8311,239,804
04/30/24,Alorica - SDC Accounts,355,354,0,7,880,826,54,0.9972,,92
04/30/24,ES - SDC Accounts,388,375,7,39,716,566,150,0.9227,166,742
05/01/24,Alorica - SDC Accounts,353,349,0,9,863,817,46,0.9858,,445
05/01/24,ES - SDC Accounts,345,336,7,24,731,560,171,0.9565,49,262
05/02/24,Alorica - SDC Accounts,271,265,1,9,825,776,49,0.9742,163,197
05/02/24,ES - SDC Accounts,447,385,54,360,811,624,186,0.396,280,1172
05/03/24,Alorica - SDC Accounts,223,217,4,10,879,813,66,0.9731,470,1487
05/03/24,ES - SDC Accounts,408,392,14,55,713,567,146,0.8725,144,404
05/06/24,Alorica - SDC Accounts,300,293,3,10,854,776,77,0.9667,249,527
05/06/24,ES - SDC Accounts,543,523,17,64,745,557,187,0.8748,86,818
05/07/24,Alorica - SDC Accounts,299,299,,13,902,829,73,0.9933,,1067
05/07/24,ES - SDC Accounts,392,387,4,68,781,585,196,0.8827,177,764
05/08/24,Alorica - SDC Accounts,226,224,0,11,875,811,64,0.9912,,157
05/08/24,ES - SDC Accounts,538,513,22,80,777,595,182,0.8253,88,570
05/09/24,Alorica - SDC Accounts,357,353,2,8,860,801,59,0.986,50,239
05/09/24,ES - SDC Accounts,284,278,4,39,756,591,164,0.9296,70,317
05/10/24,Alorica - SDC Accounts,339,329,2,11,899,837,63,0.9703,552,973
05/10/24,ES - SDC Accounts,305,287,16,96,720,553,167,0.7664,198,674
05/13/24,Alorica - SDC Accounts,172,169,2,25,787,741,46,0.9532,130,811
05/13/24,ES - SDC Accounts,580,529,44,142,833,654,179,0.6621,294,4110
05/14/24,Alorica - SDC Accounts,257,254,1,11,879,839,40,0.9805,72,327
05/14/24,ES - SDC Accounts,526,495,27,107,755,584,171,0.7776,240,969
05/15/24,Alorica - SDC Accounts,146,144,2,51,811,752,60,0.9452,1546,3067
05/15/24,ES - SDC Accounts,659,554,86,287,829,675,154,0.5243,327,2092
05/16/24,Alorica - SDC Accounts,233,230,2,18,830,785,45,0.9614,56,361
05/16/24,ES - SDC Accounts,482,475,6,38,758,593,165,0.9461,79,360
05/17/24,Alorica - SDC Accounts,170,170,,26,823,778,45,0.9588,,762
05/17/24,ES - SDC Accounts,430,400,27,105,805,626,179,0.7442,165,910
05/20/24,Alorica - SDC Accounts,115,114,1,18,880,825,55,0.9739,56,865
05/20/24,ES - SDC Accounts,652,518,123,489,855,726,129,0.2439,304,1853
05/21/24,Alorica - SDC Accounts,183,183,,12,889,830,58,0.9891,,584
05/21/24,ES - SDC Accounts,506,445,52,262,829,702,127,0.4059,212,1203
05/22/24,Alorica - SDC Accounts,180,177,2,12,815,768,46,0.9722,140,471
05/22/24,ES - SDC Accounts,443,389,45,170,786,646,140,0.5395,210,1066
05/23/24,Alorica - SDC Accounts,381,379,0,8,895,841,53,0.9974,,60
05/23/24,ES - SDC Accounts,210,184,24,189,850,635,215,0.6842,507,2247
05/24/24,Alorica - SDC Accounts,264,264,,8,908,856,52,1,,112
05/24/24,ES - SDC Accounts,252,239,12,62,802,615,187,0.877,191,676
05/27/24,ES - SDC Accounts,111,109,2,19,793,706,87,0.973,16,295
05/28/24,ES - SDC Accounts,729,649,76,217,935,789,146,0.5226,220,1879
05/29/24,ES - SDC Accounts,689,651,36,84,835,700,134,0.8026,178,1324
05/30/24,ES - SDC Accounts,594,529,55,190,974,835,139,0.6549,383,3592
05/31/24,ES - SDC Accounts,541,493,45,162,890,772,117,0.6599,417,1556
06/03/24,ES - SDC Accounts,884,786,87,248,932,848,84,0.3903,187,986
06/04/24,ES - SDC Accounts,670,641,24,79,861,777,84,0.791,123,638
06/05/24,ES - SDC Accounts,695,679,11,38,911,825,86,0.9295,137,364
06/06/24,ES - SDC Accounts,590,582,6,19,883,809,74,0.9644,71,549
06/07/24,ES - SDC Accounts,555,549,4,14,820,748,72,0.9802,93,354
06/10/24,ES - SDC Accounts,809,772,28,59,837,772,65,0.8603,107,491
06/11/24,ES - SDC Accounts,698,675,23,73,878,822,56,0.8252,127,433
07/05/24,ES - SDC Accounts,487,482,1,9,902,805,97,0.9897,493,493
07/08/24,ES - SDC Accounts,869,857,6,28,861,764,97,0.9563,105,451
07/09/24,ES - SDC Accounts,772,739,21,53,893,783,109,0.8497,100,506
07/10/24,ES - SDC Accounts,774,754,11,18,845,744,101,0.969,67,218
07/11/24,ES - SDC Accounts,808,795,6,22,812,721,91,0.9653,43,368
07/12/24,ES - SDC Accounts,745,719,15,24,801,709,92,0.949,76,272
07/15/24,ES - SDC Accounts,1124,1075,34,46,801,710,90,0.9084,84,587
07/16/24,ES - SDC Accounts,936,919,8,18,820,724,96,0.9786,57,255
07/17/24,ES - SDC Accounts,815,790,17,36,791,697,94,0.9104,139,423
07/18/24,ES - SDC Accounts,772,755,8,24,858,774,85,0.9521,69,543
07/19/24,ES - SDC Accounts,692,682,2,15,721,636,85,0.974,110,351
07/22/24,ES - SDC Accounts,1012,936,66,130,845,764,81,0.6848,152,793
07/23/24,ES - SDC Accounts,957,920,25,65,863,776,87,0.8224,87,415
07/24/24,ES - SDC Accounts,832,627,188,552,829,742,86,0.1971,275,1569
07/25/24,ES - SDC Accounts,931,766,149,370,830,752,78,0.3538,273,1093
07/26/24,ES - SDC Accounts,621,617,1,9,862,775,86,0.9936,13,117
07/29/24,ES - SDC Accounts,888,841,32,65,891,806,85,0.8255,135,674
07/30/24,ES - SDC Accounts,752,729,6,18,820,726,95,0.9521,108,374
07/31/24,ES - SDC Accounts,689,670,8,31,839,741,98,0.9187,115,696
08/01/24,ES - SDC Accounts,808,778,23,59,886,795,91,0.8441,123,602
08/02/24,ES - SDC Accounts,702,661,35,74,833,746,87,0.8191,199,1911
08/05/24,ES - SDC Accounts,923,851,62,150,772,702,70,0.6306,140,1182
08/06/24,ES - SDC Accounts,737,717,10,38,810,736,74,0.9091,74,527
08/07/24,ES - SDC Accounts,759,739,5,24,806,728,78,0.9486,147,891
08/08/24,ES - SDC Accounts,720,702,14,68,844,769,75,0.8458,109,602
08/09/24,ES - SDC Accounts,690,669,17,37,809,731,78,0.9,76,530
08/12/24,ES - SDC Accounts,927,898,20,39,827,748,79,0.9018,92,699
08/13/24,ES - SDC Accounts,800,785,6,21,848,770,78,0.9688,72,322
