year,week_of_year,calls_offered_last_year,calls_offered_avg_last_year,year,week_of_year,calls_handled,calls_abandoned,avg_speed_answer,avg_handle_time,avg_talk,avg_acw,service_level,avg_abandon_time,max_wait_time,day_of_year,day_of_week,calls_offered_last_year,calls_offered_avg_last_year,month_August,month_December,month_February,month_January,month_July,month_June,month_March,month_May,month_November,month_October,month_September,week_day_Monday,week_day_Saturday,week_day_Sunday,week_day_Thursday,week_day_Tuesday,week_day_Wednesday,calls_offered_actual,calls_offered_predicted
2024,9,1614.0,1127.826923076923,2024,9,708.0,13.0,25.0,739.5,635.0,104.5,0.94715,293.0,834.5,58,1,1614.0,1127.826923076923,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,725.0,727.95752000536
2023,34,1178.0,1296.8461538461538,2023,34,926.0,59.0,145.5,608.5,524.5,83.68,0.764,263.5,1204.5,235,2,1178.0,1296.8461538461538,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1007.0,992.8809056415557
2022,49,0.0,0.0,2022,49,1231.0,27.0,42.5,589.0,500.5,88.595,92.63,83.5,494.5,335,3,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1270.0,1269.984644699227
2022,37,0.0,0.0,2022,37,1096.0,20.0,48.5,570.0,486.0,84.105,91.48,75.5,494.0,251,3,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1125.0,1126.1974580258084
2023,5,0.0,1358.25,2023,5,1621.0,56.0,55.0,574.5,484.5,89.53,90.19,109.0,605.0,30,0,0.0,1358.25,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1691.0,1692.1908287215
2023,17,1131.0,0.09433962264150944,2023,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,5,1131.0,0.09433962264150944,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,-0.051655307626987224
2024,29,1349.0,0.057692307692307696,2024,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202,5,1349.0,0.057692307692307696,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0,-0.6372382161216308
2022,49,0.0,0.0,2022,49,1174.0,25.0,61.0,603.0,513.0,90.11,86.83,131.5,578.5,334,2,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1208.0,1208.8318078987304
2023,45,0.0,0.0,2023,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,6,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.0,0.21429372500873
2022,47,0.0,0.0,2022,47,1096.0,25.0,28.5,567.5,493.0,74.705,94.98,211.5,707.0,320,2,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1128.0,1130.515848848243
2023,22,1248.0,1205.7115384615386,2023,22,986.0,23.0,32.5,564.0,498.5,65.69,0.9423,91.5,689.0,152,3,1248.0,1205.7115384615386,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1018.0,1017.9030141069467
2023,36,1125.0,1110.923076923077,2023,36,942.0,208.0,318.0,650.0,546.0,104.005,0.5265,358.5,1968.5,251,4,1125.0,1110.923076923077,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1159.0,1158.6586086111367
2023,12,2606.0,0.09433962264150944,2023,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,5,2606.0,0.09433962264150944,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0,0.12737057962425524
2023,4,1819.0,1438.5961538461538,2023,4,1751.0,103.0,116.5,543.0,457.0,85.99,75.27,167.0,961.0,24,1,1819.0,1438.5961538461538,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1862.0,1867.9766156033584
2024,17,1115.0,1127.826923076923,2024,17,668.0,4.0,21.0,790.5,678.0,112.5,0.96455,128.5,307.0,114,1,1115.0,1127.826923076923,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,679.0,679.0456505086433
2022,38,0.0,0.0,2022,38,1165.0,112.0,157.0,578.5,484.5,93.735,71.89,223.0,1183.0,255,0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,1285.0,1287.5943984417872
2024,15,0.0,1158.1153846153845,2024,15,817.0,33.0,47.0,692.0,573.0,119.0,0.85005,197.5,778.0,99,0,0.0,1158.1153846153845,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,862.0,859.1545924004007
2024,25,0.0,1158.1153846153845,2024,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169,0,0.0,1158.1153846153845,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0,1.1048659368080678
2022,46,0.0,0.0,2022,46,1059.0,13.0,15.5,608.0,514.0,93.835,98.45,38.0,321.5,313,2,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1078.0,1081.411396145565
2024,26,0.0,1158.1153846153845,2024,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0,0.0,1158.1153846153845,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0,1.0979096450934946
2024,33,0.0,0.03773584905660377,2024,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,6,0.0,0.03773584905660377,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,-0.4409430460664794
2022,10,0.0,0.0,2022,10,1325.0,12.0,49.0,570.0,497.5,72.13,92.78,97.5,692.0,61,2,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1349.0,1347.9856565893033
2023,25,0.0,0.0,2023,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169,6,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.0,-0.1422163735165327
2022,38,0.0,0.0,2022,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260,5,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.0,0.19745674669931645
2023,9,1454.0,1296.8461538461538,2023,9,1304.0,118.0,158.0,533.5,466.0,67.72,69.19,230.0,1165.0,60,2,1454.0,1296.8461538461538,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1431.0,1434.7151258766494
2022,52,0.0,0.0,2022,52,1587.0,33.0,46.5,575.5,479.0,96.635,91.42,102.5,624.0,353,0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1634.0,1634.0751257112247
2022,11,0.0,0.0,2022,11,1384.0,35.0,87.0,596.0,519.5,76.19,82.89,162.0,940.5,67,1,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1437.0,1429.9882168634344
2023,37,1304.0,1296.8461538461538,2023,37,994.0,166.0,337.0,694.5,580.5,113.685,0.44135,246.5,1658.0,256,2,1304.0,1296.8461538461538,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1167.0,1169.4370995953668
2022,53,0.0,0.0,2022,53,912.0,7.0,27.5,526.0,436.5,89.865,96.87,41.5,317.0,363,3,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,928.0,928.9639220445163
2024,26,1027.0,1127.826923076923,2024,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177,1,1027.0,1127.826923076923,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0,-0.5846621432222605
2024,19,929.0,1060.1153846153845,2024,19,737.0,22.0,45.5,826.0,703.0,123.0,0.90825,88.0,363.5,129,2,929.0,1060.1153846153845,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,764.0,766.4863936377811
2023,1,1347.0,1110.923076923077,2023,1,1191.0,16.0,30.0,522.0,431.0,91.215,96.01,72.0,433.5,6,4,1347.0,1110.923076923077,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1224.0,1217.515564213195
2024,14,1334.0,1127.826923076923,2024,14,745.0,51.0,92.5,736.0,621.0,115.0,0.79085,545.0,1335.5,93,1,1334.0,1127.826923076923,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,797.0,803.3815096422896
2024,20,919.0,997.6730769230769,2024,20,705.0,8.0,28.0,794.0,689.0,105.0,0.95375,67.5,360.5,137,3,919.0,997.6730769230769,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,715.0,720.8381735518802
2022,17,0.0,0.0,2022,17,1337.0,6.0,35.0,590.5,507.0,82.925,91.74,68.5,344.5,111,3,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1354.0,1354.4039096669221
2024,10,1332.0,1060.1153846153845,2024,10,714.0,12.0,23.0,689.5,600.0,89.5,0.95195,621.0,1712.0,66,2,1332.0,1060.1153846153845,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,733.0,733.5053371535582
2023,11,1728.0,1205.7115384615386,2023,11,1057.0,22.0,94.0,633.0,557.5,75.775,88.35,483.0,1548.0,75,3,1728.0,1205.7115384615386,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1097.0,1091.4609935398555
2022,45,0.0,0.0,2022,45,1112.0,5.0,21.0,652.0,553.0,98.3,97.19,32.0,322.0,306,2,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1126.0,1126.712290405429
2023,19,1444.0,1438.5961538461538,2023,19,920.0,3.0,26.0,555.0,483.5,71.77,94.97,30.0,434.0,129,1,1444.0,1438.5961538461538,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,929.0,932.840125202375
2022,43,0.0,0.0,2022,43,1199.0,48.0,73.0,648.5,525.5,122.92,85.91,323.5,2918.0,291,1,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1254.0,1256.235107073317
2023,22,1.0,1438.5961538461538,2023,22,1009.0,23.0,35.5,545.0,483.0,61.765,0.9459,120.5,614.5,150,1,1.0,1438.5961538461538,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1040.0,1040.3858977652794
2023,51,1634.0,1438.5961538461538,2023,51,870.0,4.0,92.33333333,579.6666667,491.6666667,88.42333333,0.898066667,274.0,636.0,353,1,1634.0,1438.5961538461538,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,882.0,882.7518593153786
2023,3,1742.0,1296.8461538461538,2023,3,1273.0,20.0,35.5,545.5,453.5,91.69,95.0,163.0,647.5,18,2,1742.0,1296.8461538461538,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1303.0,1304.477065533827
2023,34,0.0,1358.25,2023,34,1038.0,10.0,32.0,585.0,508.5,76.4,0.95685,41.0,438.0,233,0,0.0,1358.25,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1057.0,1057.8137870710382
2024,14,1066.0,885.1346153846154,2024,14,700.0,19.0,47.0,682.0,575.0,107.0,0.88685,305.5,1375.5,96,4,1066.0,885.1346153846154,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,730.0,725.1384531993393
2024,30,0.0,1158.1153846153845,2024,30,936.0,66.0,130.0,845.0,764.0,81.0,0.6848,152.0,793.0,204,0,0.0,1158.1153846153845,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1012.0,1012.2942232302087
2022,21,0.0,0.0,2022,21,1045.0,10.0,23.0,602.0,522.0,79.86,96.89,147.0,754.0,138,2,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1062.0,1063.783572365102
2022,47,0.0,0.0,2022,47,908.0,50.0,58.0,586.5,516.5,70.015,94.25,323.0,2690.5,322,4,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,964.0,965.6917560017787
2022,48,0.0,0.0,2022,48,510.0,16.0,31.5,569.0,507.5,61.725,94.45,91.0,236.5,329,4,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,528.0,531.9536592093809
2022,26,0.0,0.0,2022,26,886.0,12.0,37.5,559.5,489.5,70.015,95.38,293.5,854.0,175,4,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,901.0,905.5540090433251
2023,51,0.0,0.0,2023,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351,6,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,1.073635006749896
2023,37,1190.0,1205.7115384615386,2023,37,783.0,32.0,149.0,635.0,525.0,109.92,0.81425,258.0,1327.5,257,3,1190.0,1205.7115384615386,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,822.0,823.2410827243737
2023,24,1182.0,1296.8461538461538,2023,24,851.0,5.0,22.0,548.5,476.5,72.73,0.97965,35.5,304.0,165,2,1182.0,1296.8461538461538,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,862.0,863.4961027945837
2022,43,0.0,0.0,2022,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295,5,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.0,0.18701777133745168
2022,24,0.0,0.0,2022,24,1118.0,14.0,18.0,603.0,526.5,76.615,97.56,93.0,246.0,159,2,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1144.0,1141.520794386795
2023,49,1167.0,0.09433962264150944,2023,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343,5,1167.0,0.09433962264150944,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.8810946981383552
2022,46,0.0,0.0,2022,46,810.0,6.0,13.0,729.5,604.0,125.82,98.87,29.0,165.0,315,4,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,824.0,824.3684331996901
2022,13,0.0,0.0,2022,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,6,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.0,0.5993861986961235
2023,21,0.0,1358.25,2023,21,1061.0,13.0,22.5,500.5,439.0,61.335,0.97645,111.0,444.5,142,0,0.0,1358.25,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1079.0,1083.7125936854773
2022,37,0.0,0.0,2022,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248,0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0.0,-0.5141316783669936
2022,33,0.0,0.0,2022,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,6,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,-0.409657246904203
2023,33,1429.0,1438.5961538461538,2023,33,920.0,48.0,146.5,638.5,554.5,84.26,0.7608,314.5,1485.5,227,1,1429.0,1438.5961538461538,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,980.0,975.9033408972737
2024,32,0.0,1158.1153846153845,2024,32,851.0,62.0,150.0,772.0,702.0,70.0,0.6306,140.0,1182.0,218,0,0.0,1158.1153846153845,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,923.0,922.2643121846792
2023,25,8.0,1438.5961538461538,2023,25,937.0,12.0,24.0,543.0,469.0,74.075,0.96675,40.5,268.5,171,1,8.0,1438.5961538461538,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,951.0,957.1123999300952
2023,44,0.0,1358.25,2023,44,847.0,52.0,94.33333333,782.0,649.6666667,131.8266667,0.82,359.0,596.3333333,303,0,0.0,1358.25,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,909.0,909.4129139646512
2022,11,0.0,0.0,2022,11,1549.0,113.0,176.5,575.5,502.0,73.83,65.56,219.0,896.0,66,0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1672.0,1675.3557763596928
2022,22,0.0,0.0,2022,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,6,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.0,-0.33536039551307795
2022,30,0.0,0.0,2022,30,1145.0,561.0,760.0,631.5,549.5,82.03,24.65,515.5,2996.0,199,0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1713.0,1717.0281527544457
2024,21,801.0,885.1346153846154,2024,21,503.0,12.0,35.0,855.0,735.5,119.5,0.9385,191.0,394.0,145,4,801.0,885.1346153846154,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,516.0,520.7488783809254
2022,36,0.0,0.0,2022,36,898.0,54.0,122.0,566.0,478.5,87.79,74.43,191.5,1788.5,245,4,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,957.0,959.3247353086414
2023,39,1076.0,1205.7115384615386,2023,39,747.0,19.0,38.5,657.5,555.5,102.255,0.9168,103.5,507.0,271,3,1076.0,1205.7115384615386,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,777.0,774.3877957994313
2022,30,0.0,0.0,2022,30,1083.0,394.0,541.0,640.0,546.0,94.3,24.3,405.0,2134.0,200,1,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1490.0,1485.7921251514927
2024,3,1.0,0.03773584905660377,2024,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,6,1.0,0.03773584905660377,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,-0.5614329865530863
2023,15,1523.0,1205.7115384615386,2023,15,763.0,9.0,13.5,560.5,493.0,67.57,98.49,48.0,170.0,103,3,1523.0,1205.7115384615386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,790.0,782.2626330710862
2022,41,0.0,0.0,2022,41,1084.0,63.0,157.5,647.5,517.5,129.71,85.42,306.5,1947.0,278,2,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1157.0,1156.203694296919
2024,11,1209.0,1060.1153846153845,2024,11,660.0,20.0,32.5,704.0,613.0,91.0,0.91525,155.0,301.5,73,2,1209.0,1060.1153846153845,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,684.0,687.4492759471482
2022,8,0.0,0.0,2022,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,5,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.20140279542687267
2023,48,0.0,1358.25,2023,48,995.0,8.0,32.33333333,689.6666667,606.0,83.51666667,0.9478,493.5,366.3333333,331,0,0.0,1358.25,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,1013.0,1013.9443343323161
2024,17,1030.0,885.1346153846154,2024,17,582.0,5.0,17.0,793.5,696.0,97.5,0.9833,89.5,390.5,117,4,1030.0,885.1346153846154,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,591.0,593.1202317664704
2022,51,0.0,0.0,2022,51,1379.0,35.0,39.5,554.5,476.0,78.715,94.67,76.0,337.5,347,1,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1428.0,1425.6790007044615
2022,47,0.0,0.0,2022,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317,6,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.0,0.09160321185692055
2024,20,0.0,0.03773584905660377,2024,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,6,0.0,0.03773584905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.0,-0.3527336112462365
2023,39,1033.0,1296.8461538461538,2023,39,865.0,96.0,169.0,664.0,566.5,97.495,0.70255,300.0,1838.5,270,2,1033.0,1296.8461538461538,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,968.0,969.3927092822447
2022,46,0.0,0.0,2022,46,1076.0,8.0,44.0,617.0,519.5,97.63,91.51,88.5,441.5,312,1,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1091.0,1093.1181383265211
2024,32,1031.0,997.6730769230769,2024,32,702.0,14.0,68.0,844.0,769.0,75.0,0.8458,109.0,602.0,221,3,1031.0,997.6730769230769,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,720.0,723.9554059970766
2022,31,0.0,0.0,2022,31,786.0,253.0,548.0,621.5,515.0,106.86,32.64,446.5,2818.5,210,4,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1042.0,1045.2321691215654
2023,27,0.0,1438.5961538461538,2023,27,131.0,1.0,18.0,676.0,616.0,60.0,0.9632,25.0,74.0,185,1,0.0,1438.5961538461538,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,136.0,136.15803282635034
2022,6,0.0,0.0,2022,6,1152.0,35.0,57.5,591.5,524.5,66.785,88.14,126.0,496.5,34,3,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1205.0,1197.6129628336732
2022,6,0.0,0.0,2022,6,1521.0,31.0,40.0,591.0,521.0,69.975,93.62,86.0,389.0,32,1,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1567.0,1563.6936555458856
2023,50,1319.0,1110.923076923077,2023,50,735.0,12.0,58.66666667,600.6666667,532.3333333,68.36333333,0.9009,576.5,458.0,349,4,1319.0,1110.923076923077,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,755.0,754.9037968934102
2023,10,1386.0,1110.923076923077,2023,10,1048.0,23.0,66.0,617.5,509.0,108.56,88.66,192.0,762.0,69,4,1386.0,1110.923076923077,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1081.0,1082.0645463229525
